Dziobak,	        ,	       ,	        ,	         ,	        ,	Dziobak,	        ,	       ,	        ,	         ,	        ,	Dziobak,	        ,	       ,	        ,	         ,	        ,	
PositionX: , PositionY: , PositionZ: , VelocityX: , VelocityY: , VelocityZ: , PositionX: , PositionY: , PositionZ: , VelocityX: , VelocityY: , VelocityZ: , PositionX: , PositionY: , PositionZ: , VelocityX: , VelocityY: , VelocityZ: , 
444.0 , 707.0 , 2.147483647E9 , 2.7681660899654E-5 , 2.0000018170378033 , Infinity , 631.0 , 478.0 , 2.147483647E9 , 3.001323514763172 , 1.4838213275578145E-6 , Infinity , 359.0 , 956.0 , 2.147483647E9 , 0.0013235147631709184 , 1.0000014838213276 , Infinity , 
444.0 , 717.0 , 2.147483647E9 , 2.837370242214535E-5 , 2.0000019010206036 , Infinity , 646.0 , 478.0 , 2.147483647E9 , 3.0013235754656207 , 1.5052539711886758E-6 , Infinity , 359.0 , 961.0 , 2.147483647E9 , 0.0013235754656196553 , 1.0000015052539712 , Infinity , 
444.0 , 727.0 , 2.147483647E9 , 2.90657439446367E-5 , 2.000001988554085 , Infinity , 661.0 , 478.0 , 2.147483647E9 , 3.0013236302877777 , 1.5262496712692993E-6 , Infinity , 359.0 , 966.0 , 2.147483647E9 , 0.0013236302877765783 , 1.0000015262496713 , Infinity , 
444.0 , 737.0 , 2.147483647E9 , 2.975778546712805E-5 , 2.000002079868279 , Infinity , 676.0 , 478.0 , 2.147483647E9 , 3.0013236800444676 , 1.5468216546965094E-6 , Infinity , 359.0 , 971.0 , 2.147483647E9 , 0.0013236800444663653 , 1.0000015468216548 , Infinity , 
444.0 , 747.0 , 2.147483647E9 , 3.04498269896194E-5 , 2.000002175213524 , Infinity , 691.0 , 478.0 , 2.147483647E9 , 3.0013237254066394 , 1.566982619842233E-6 , Infinity , 359.0 , 976.0 , 2.147483647E9 , 0.0013237254066379431 , 1.0000015669826199 , Infinity , 
444.0 , 757.0 , 2.147483647E9 , 3.1141868512110746E-5 , 2.0000022748627586 , Infinity , 706.0 , 478.0 , 2.147483647E9 , 3.0013237669317747 , 1.5867447626909063E-6 , Infinity , 359.0 , 981.0 , 2.147483647E9 , 0.0013237669317731075 , 1.0000015867447627 , Infinity , 
444.0 , 767.0 , 2.147483647E9 , 3.1833910034602096E-5 , 2.0000023791141297 , Infinity , 721.0 , 478.0 , 2.147483647E9 , 3.0013238050868982 , 1.6061198014409839E-6 , Infinity , 359.0 , 986.0 , 2.147483647E9 , 0.0013238050868965776 , 1.0000016061198014 , Infinity , 
444.0 , 777.0 , 2.147483647E9 , 3.252595155709345E-5 , 2.000002488293971 , Infinity , 736.0 , 478.0 , 2.147483647E9 , 3.001323840266207 , 1.6251189996748183E-6 , Infinity , 359.0 , 991.0 , 2.147483647E9 , 0.0013238402662055153 , 1.0000016251189996 , Infinity , 
444.0 , 787.0 , 2.147483647E9 , 3.32179930795848E-5 , 2.000002602760215 , Infinity , 751.0 , 478.0 , 2.147483647E9 , 3.0013238728047327 , 1.6437531881931767E-6 , Infinity , 359.0 , 996.0 , 2.147483647E9 , 0.0013238728047311296 , 1.000001643753188 , Infinity , 
444.0 , 797.0 , 2.147483647E9 , 3.391003460207615E-5 , 2.0000027229063124 , Infinity , 766.0 , 478.0 , 2.147483647E9 , 3.001323902989038 , 1.6620327856033233E-6 , Infinity , 359.0 , 1001.0 , 2.147483647E9 , 0.0013239029890364982 , 1.0000016620327854 , Infinity , 
444.0 , 807.0 , 2.147483647E9 , 3.46020761245675E-5 , 2.0000028491657504 , Infinity , 781.0 , 478.0 , 2.147483647E9 , 3.001323931065676 , 1.6799678177429009E-6 , Infinity , 359.0 , 1006.0 , 2.147483647E9 , 0.0013239310656744893 , 1.0000016799678175 , Infinity , 
444.0 , 817.0 , 2.147483647E9 , 3.529411764705885E-5 , 2.0000029820172758 , Infinity , 796.0 , 478.0 , 2.147483647E9 , 3.0013239572479358 , 1.6975679360156957E-6 , Infinity , 359.0 , 1011.0 , 2.147483647E9 , 0.0013239572479344373 , 1.0000016975679358 , Infinity , 
444.0 , 827.0 , 2.147483647E9 , 3.59861591695502E-5 , 2.000003121990961 , Infinity , 811.0 , 478.0 , 2.147483647E9 , 3.00132398172127 , 1.7148424347097436E-6 , Infinity , 359.0 , 1016.0 , 2.147483647E9 , 0.0013239817212682926 , 1.0000017148424345 , Infinity , 
444.0 , 837.0 , 2.147483647E9 , 3.667820069204155E-5 , 2.000003269675271 , Infinity , 826.0 , 478.0 , 2.147483647E9 , 3.0013240046476897 , 1.7318002673630679E-6 , Infinity , 359.0 , 1021.0 , 2.147483647E9 , 0.0013240046476882404 , 1.0000017318002672 , Infinity , 
444.0 , 847.0 , 2.147483647E9 , 3.73702422145329E-5 , 2.000003425725332 , Infinity , 841.0 , 478.0 , 2.147483647E9 , 3.0013240261693577 , 1.748450062237595E-6 , Infinity , 359.0 , 1026.0 , 2.147483647E9 , 0.0013240261693562559 , 1.000001748450062 , Infinity , 
444.0 , 857.0 , 2.147483647E9 , 3.806228373702425E-5 , 2.0000035908726432 , Infinity , 856.0 , 478.0 , 2.147483647E9 , 3.001324046411535 , 1.7648001369574366E-6 , Infinity , 359.0 , 1031.0 , 2.147483647E9 , 0.0013240464115336665 , 1.0000017648001367 , Infinity , 
444.0 , 867.0 , 2.147483647E9 , 3.87543252595156E-5 , 2.0000037659365417 , Infinity , 871.0 , 478.0 , 2.147483647E9 , 3.0013240654850213 , 1.7808585123637134E-6 , Infinity , 359.0 , 1036.0 , 2.147483647E9 , 0.0013240654850199946 , 1.000001780858512 , Infinity , 
444.0 , 877.0 , 2.147483647E9 , 3.944636678200695E-5 , 2.000003951837791 , Infinity , 886.0 , 478.0 , 2.147483647E9 , 3.0013240834881825 , 1.7966329256344118E-6 , Infinity , 359.0 , 1041.0 , 2.147483647E9 , 0.0013240834881813497 , 1.0000017966329253 , Infinity , 
444.0 , 887.0 , 2.147483647E9 , 4.01384083044983E-5 , 2.0000041496147776 , Infinity , 901.0 , 478.0 , 2.147483647E9 , 3.001324100508648 , 1.8121308427143563E-6 , Infinity , 359.0 , 1046.0 , 2.147483647E9 , 0.0013241005086467572 , 1.0000018121308425 , Infinity , 
444.0 , 897.0 , 2.147483647E9 , 4.083044982698965E-5 , 2.0000043604429103 , Infinity , 916.0 , 478.0 , 2.147483647E9 , 3.0013241166247355 , 1.8273594700972557E-6 , Infinity , 359.0 , 1051.0 , 2.147483647E9 , 0.001324116624734158 , 1.00000182735947 , Infinity , 
444.0 , 907.0 , 2.147483647E9 , 4.1522491349481E-5 , 2.0000045856579907 , Infinity , 931.0 , 478.0 , 2.147483647E9 , 3.0013241319066566 , 1.8423257659988853E-6 , Infinity , 359.0 , 1056.0 , 2.147483647E9 , 0.0013241319066550343 , 1.000001842325766 , Infinity , 
444.0 , 917.0 , 2.147483647E9 , 4.221453287197235E-5 , 2.000004826784534 , Infinity , 946.0 , 478.0 , 2.147483647E9 , 3.0013241464175384 , 1.8570364509577984E-6 , Infinity , 359.0 , 1061.0 , 2.147483647E9 , 0.0013241464175367445 , 1.0000018570364508 , Infinity , 
444.0 , 927.0 , 2.147483647E9 , 4.29065743944637E-5 , 2.000005085570311 , Infinity , 961.0 , 478.0 , 2.147483647E9 , 3.0013241602142955 , 1.8714980178974995E-6 , Infinity , 359.0 , 1066.0 , 2.147483647E9 , 0.0013241602142939548 , 1.0000018714980177 , Infinity , 
444.0 , 937.0 , 2.147483647E9 , 4.359861591695505E-5 , 2.000005364028765 , Infinity , 976.0 , 478.0 , 2.147483647E9 , 3.001324173348376 , 1.8857167416817275E-6 , Infinity , 359.0 , 1071.0 , 2.147483647E9 , 0.0013241733483745296 , 1.0000018857167414 , Infinity , 
444.0 , 947.0 , 2.147483647E9 , 4.42906574394464E-5 , 2.0000056644914777 , Infinity , 991.0 , 478.0 , 2.147483647E9 , 3.001324185866402 , 1.899698688192393E-6 , Infinity , 359.0 , 1076.0 , 2.147483647E9 , 0.001324185866400487 , 1.000001899698688 , Infinity , 
444.0 , 957.0 , 2.147483647E9 , 4.498269896193775E-5 , 2.00000598967358 , Infinity , 1006.0 , 478.0 , 2.147483647E9 , 3.0013241978107223 , 1.913449722957759E-6 , Infinity , 359.0 , 1081.0 , 2.147483647E9 , 0.0013241978107208432 , 1.0000019134497227 , Infinity , 
444.0 , 967.0 , 2.147483647E9 , 4.56747404844291E-5 , 2.0000063427559893 , Infinity , 1021.0 , 478.0 , 2.147483647E9 , 3.0013242092198915 , 1.926975519356651E-6 , Infinity , 359.0 , 1086.0 , 2.147483647E9 , 0.0013242092198901643 , 1.0000019269755192 , Infinity , 
444.0 , 977.0 , 2.147483647E9 , 4.636678200692045E-5 , 2.0000067274897537 , Infinity , 1036.0 , 478.0 , 2.147483647E9 , 3.0013242201290855 , 1.940281566422801E-6 , Infinity , 359.0 , 1091.0 , 2.147483647E9 , 0.0013242201290842148 , 1.0000019402815663 , Infinity , 
444.0 , 987.0 , 2.147483647E9 , 4.70588235294118E-5 , 2.0000071483297504 , Infinity , 1051.0 , 478.0 , 2.147483647E9 , 3.0013242305704635 , 1.953373176271881E-6 , Infinity , 359.0 , 1096.0 , 2.147483647E9 , 0.0013242305704621426 , 1.000001953373176 , Infinity , 
444.0 , 997.0 , 2.147483647E9 , 4.775086505190315E-5 , 2.000007610607857 , Infinity , 1066.0 , 478.0 , 2.147483647E9 , 3.0013242405734846 , 1.966255491172339E-6 , Infinity , 359.0 , 1101.0 , 2.147483647E9 , 0.0013242405734830548 , 1.000001966255491 , Infinity , 
444.0 , 1007.0 , 2.147483647E9 , 4.84429065743945E-5 , 2.0000081207598823 , Infinity , 1081.0 , 478.0 , 2.147483647E9 , 3.001324250165185 , 1.978933490279808E-6 , Infinity , 359.0 , 1106.0 , 2.147483647E9 , 0.0013242501651835482 , 1.0000019789334902 , Infinity , 
444.0 , 1017.0 , 2.147483647E9 , 4.913494809688585E-5 , 2.0000086866267903 , Infinity , 1096.0 , 478.0 , 2.147483647E9 , 3.0013242593704232 , 1.9914119960536125E-6 , Infinity , 359.0 , 1111.0 , 2.147483647E9 , 0.001324259370421697 , 1.000001991411996 , Infinity , 
444.0 , 1027.0 , 2.147483647E9 , 4.98269896193772E-5 , 2.0000093178602203 , Infinity , 1111.0 , 478.0 , 2.147483647E9 , 3.0013242682120937 , 2.0036956803727525E-6 , Infinity , 359.0 , 1116.0 , 2.147483647E9 , 0.0013242682120921361 , 1.0000020036956803 , Infinity , 
444.0 , 1037.0 , 2.147483647E9 , 5.051903114186855E-5 , 2.000010026477 , Infinity , 1126.0 , 478.0 , 2.147483647E9 , 3.0013242767113177 , 2.015789070367649E-6 , Infinity , 359.0 , 1121.0 , 2.147483647E9 , 0.001324276711316157 , 1.0000020157890703 , Infinity , 
444.0 , 1047.0 , 2.147483647E9 , 5.12110726643599E-5 , 2.0000108276306614 , Infinity , 1141.0 , 478.0 , 2.147483647E9 , 3.0013242848876116 , 2.0276965539829514E-6 , Infinity , 359.0 , 1126.0 , 2.147483647E9 , 0.001324284887610137 , 1.000002027696554 , Infinity , 
444.0 , 1057.0 , 2.147483647E9 , 5.190311418685125E-5 , 2.0000117407058986 , Infinity , 1156.0 , 478.0 , 2.147483647E9 , 3.0013242927590364 , 2.0394223852857615E-6 , Infinity , 359.0 , 1131.0 , 2.147483647E9 , 0.0013242927590351326 , 1.0000020394223852 , Infinity , 
444.0 , 1067.0 , 2.147483647E9 , 5.25951557093426E-5 , 2.0000127909054366 , Infinity , 1171.0 , 478.0 , 2.147483647E9 , 3.0013243003423313 , 2.0509706895327657E-6 , Infinity , 359.0 , 1136.0 , 2.147483647E9 , 0.001324300342330044 , 1.0000020509706895 , Infinity , 
444.0 , 1077.0 , 2.147483647E9 , 5.328719723183395E-5 , 2.0000140116085614 , Infinity , 1186.0 , 478.0 , 2.147483647E9 , 3.001324307653032 , 2.0623454680089547E-6 , Infinity , 359.0 , 1141.0 , 2.147483647E9 , 0.0013243076530304236 , 1.000002062345468 , Infinity , 
444.0 , 1087.0 , 2.147483647E9 , 5.3979238754325303E-5 , 2.000015447977421 , Infinity , 1201.0 , 478.0 , 2.147483647E9 , 3.001324314705576 , 2.0735506026498527E-6 , Infinity , 359.0 , 1146.0 , 2.147483647E9 , 0.0013243147055746994 , 1.0000020735506026 , Infinity , 
444.0 , 1097.0 , 2.147483647E9 , 5.4671280276816654E-5 , 2.0000171626550616 , Infinity , 1216.0 , 478.0 , 2.147483647E9 , 3.0013243215134007 , 2.084589860458472E-6 , Infinity , 359.0 , 1151.0 , 2.147483647E9 , 0.0013243215133993407 , 1.0000020845898603 , Infinity , 
444.0 , 1107.0 , 2.147483647E9 , 5.5363321799308004E-5 , 2.000019245120701 , Infinity , 1231.0 , 478.0 , 2.147483647E9 , 3.0013243280890256 , 2.0954668977275524E-6 , Infinity , 359.0 , 1156.0 , 2.147483647E9 , 0.001324328089024288 , 1.0000020954668976 , Infinity , 
444.0 , 1117.0 , 2.147483647E9 , 5.6055363321799354E-5 , 2.000021827765329 , Infinity , 1246.0 , 478.0 , 2.147483647E9 , 3.001324334444131 , 2.106185264077027E-6 , Infinity , 359.0 , 1161.0 , 2.147483647E9 , 0.001324334444129789 , 1.000002106185264 , Infinity , 
444.0 , 1127.0 , 2.147483647E9 , 5.6747404844290704E-5 , 2.0000251150763084 , Infinity , 1261.0 , 478.0 , 2.147483647E9 , 3.0013243405896266 , 2.116748406316075E-6 , Infinity , 359.0 , 1166.0 , 2.147483647E9 , 0.0013243405896256322 , 1.0000021167484061 , Infinity , 
444.0 , 1137.0 , 2.147483647E9 , 5.7439446366782055E-5 , 2.000029440335824 , Infinity , 1276.0 , 478.0 , 2.147483647E9 , 3.0013243465357147 , 2.127159672138596E-6 , Infinity , 359.0 , 1171.0 , 2.147483647E9 , 0.0013243465357136415 , 1.000002127159672 , Infinity , 
444.0 , 1147.0 , 2.147483647E9 , 5.8131487889273405E-5 , 2.0000353856390345 , Infinity , 1291.0 , 478.0 , 2.147483647E9 , 3.0013243522919453 , 2.1374223136604227E-6 , Infinity , 359.0 , 1176.0 , 2.147483647E9 , 0.0013243522919441854 , 1.0000021374223136 , Infinity , 
444.0 , 1157.0 , 2.147483647E9 , 5.8823529411764755E-5 , 2.00004406619459 , Infinity , 1306.0 , 478.0 , 2.147483647E9 , 3.0013243578672686 , 2.1475394908061243E-6 , Infinity , 359.0 , 1181.0 , 2.147483647E9 , 0.001324357867267359 , 1.0000021475394907 , Infinity , 
